Co-IMF 1,Co-IMF 2,Co-IMF 3,Co-IMF 4
0.0,1.3570211443528912,7.664394803440798,173.88159644624307
0.0,1.9284819196275624,7.658469687953053,173.95656147106325
0.0,2.3002910568684527,7.599264078622623,174.03590934833105
0.0,2.5707667544942465,7.485971071653342,174.11961903682968
0.0,2.518549184199109,7.317712584776025,174.207669495341
0.0,2.061972236856148,7.094120510522314,174.30003968264666
0.0,1.6455333388811513,6.81500662373038,174.39670855752948
0.0,1.2107874934140326,6.480206449829559,174.4976550787714
0.0,0.7644780152135857,6.089256748945122,174.6028582051547
0.0,0.3949954267835675,5.6420936806284505,174.71229689546158
0.0,0.2457687547354242,5.138301496699684,174.82595010847416
0.0,0.3811780035532074,4.577669309134951,174.94379680297462
0.0,0.38967357398218627,3.959999022925201,175.06581593774519
0.0,0.3099436774932814,3.285030319547108,175.19198647156796
0.0,0.11632525387760101,2.553191639168217,175.32228736322534
0.0,-0.2970432329761914,1.7646446912317444,175.45669757149932
0.0,-0.5024831478965676,0.920198389142147,175.5951960551722
0.0,-0.5217740874858345,0.02090956874358163,175.73776177302608
-0.04063152098535348,-0.051802531025888277,-0.9313715667101725,175.88437368384317
-0.1260768257826289,1.0414047337200816,-1.9351458346923707,176.03501074640562
-0.1112678551516058,2.421706622911479,-2.988527930085608,176.18965191949582
0.004935471424003335,4.215005820544373,-4.089900730222917,176.34827616189582
0.1503162120350937,6.04636410406223,-5.237156246417962,176.5108624323878
0.3586245561561521,7.860791042930512,-6.428362994691929,176.67738968975385
0.31550155425026766,9.162349678715424,-7.661167447072284,176.84783689277637
-0.01238279265993029,9.769162715930769,-8.933559587488828,177.0221830002375
-0.09525491010071135,10.238649303156173,-10.243256964098624,177.20040697091932
0.0157071992487704,10.38269815648609,-11.588128695131013,177.38248776360402
0.016746980368949362,10.545695971828707,-12.965990177206892,177.56840433707387
-0.005397147969726432,10.803925852377768,-14.374668007653492,177.75813565011103
0.0,11.166587367842201,-15.811959299385412,177.9516606614977
0.0,11.766162626498106,-17.275686426385864,178.14895833001614
0.0,12.479561780601745,-18.763130552343142,178.35000761444837
0.0,13.375765599732475,-20.27126858662998,178.55478747357668
0.0,14.16825880516246,-21.796554573188033,178.76327686618328
0.0,14.838430468296378,-23.335856621302426,178.97545475105036
0.782272654711773,15.311104351183394,-24.88570394108569,179.1913000869601
2.4273384508092355,15.490666154624671,-26.442818520425362,179.41079183269463
2.5519950750140867,15.381285857225661,-28.003852415025666,179.6339089470362
1.1764711197061732,14.906899954428479,-29.5654730165954,179.86063038876696
-0.3671775772994387,14.269502836006637,-31.124328799102138,180.0909351166692
-2.595648898382539,13.443276953441488,-32.677083413092966,180.3248020895249
-3.4890981664342577,12.661868683161996,-34.22044474014898,180.56221026611644
-2.759423808343381,11.987811050074015,-35.75107689507337,180.8031386052259
-1.2429786412525483,11.145761418744314,-37.26561057377233,181.04756606563558
1.6817379577486131,10.207448217581996,-38.76071871672217,181.29547160612762
3.461916220022328,8.83172311630193,-40.233074591894656,181.5468341854842
3.9677127662759655,6.9499583874464,-41.67933890794586,181.80163276248746
4.695154095337832,4.359428546317239,-43.09617777036536,182.05984629591967
5.0360993893980135,0.9076531892341606,-44.48025653182324,182.32145374456292
4.7649434965099,-2.8718909331429163,-45.82824025052553,182.5864340671995
3.925636631585928,-7.0713259791116005,-47.13679424655074,182.8547662226116
1.3230284781075037,-11.237715981016608,-48.40258659723761,183.12642916958137
-3.2321432034348794,-15.234228153924384,-49.62228283445583,183.401401866891
-5.4003248245302595,-18.466598372001926,-50.79253682495577,183.67966327332266
-5.176281519829423,-20.672700345943454,-51.910013604760024,183.9611923476585
-4.544377259974251,-21.958924604607194,-52.971617131787475,184.24596804868088
-2.4963195514241483,-22.01359749368409,-53.97461303005694,184.5339693351719
-0.2524214965279478,-21.19136441158029,-54.91711945752014,184.8251751659137
2.079930232318396,-19.379011419193418,-55.79836609605736,185.1195644996884
4.096288165959266,-16.67549395619762,-56.6187998350925,185.41711629527833
5.397572180643848,-13.111652524177028,-57.379047221501395,185.7178095114657
3.1358940287484796,-8.892538827155107,-58.08029111633246,186.02162310703264
