co-imf0,co-imf1,co-imf2
-388.6519881387163,52.148007747733544,2036.405122536861
-320.7764633568171,57.48061756547829,2036.6904257419887
-261.84784186144077,63.5017993162421,2036.963691666915
-212.75792370570173,70.24352474491977,2037.2246034037948
-7.1569918519915205,77.60300844590483,2037.4728440447252
-13.584200154133871,85.44907720469732,2037.7080966817941
92.43368447064083,93.76773297204696,2037.9300444071355
224.28950757260097,102.45533769534063,2038.1383703128488
352.6691170507177,111.43894655105414,2038.332757491044
499.2985468540793,120.64197929200628,2038.5128890338303
352.5481173132579,129.99189749333408,2038.6784480333174
159.03165905535917,139.4123128692191,2038.8291175816146
-2.5196222478473373,148.84699567575507,2038.9645807708307
372.4266037508825,158.22270453796662,2039.0845206930755
323.2227328322332,167.43073659344174,2039.1886204404555
102.60650583017315,176.39883137315974,2039.276563105079
140.0216791876268,185.0227003833075,2039.3480317790643
-85.6463080576105,193.21651066953422,2039.402709554521
-199.14861396706064,200.88795481902145,2039.4402795235421
-305.3892854392225,207.94597666342133,2039.4604247782552
-482.48518188942734,214.29959938201677,2039.4628284107625
-211.24335248018235,219.85766397351216,2039.4471735131615
-275.435162371953,224.6190586813219,2039.4131431775925
-262.07475599378654,228.50194907571387,2039.3604557131603
-208.56281146542386,231.5243924782976,2039.2890961504652
-58.568695614386165,233.63685446859995,2039.199590907028
21.587873967468727,234.81885420022593,2039.0926056707463
59.84408447330455,235.04133737421154,2038.9688213312702
104.75095649066964,234.27252405014087,2038.8289327149882
133.13879314776486,232.49248626456728,2038.6736375350438
117.63752540781341,229.66526279253753,2038.5036335046314
57.13057472792314,225.76870372976,2038.3196183368834
43.44890204639147,220.77217995358143,2038.1222897449777
76.65842634630962,214.64889366346324,2037.9123454420703
122.30760158678589,207.3709305452107,2037.690483141331
185.89815114523702,198.91051608965086,2037.4574005559214
214.1914362703983,189.24018700669717,2037.213795399004
195.176601346923,178.33220650188738,2036.9603653837437
181.31679990813373,166.30168591074403,2036.6978082233024
156.46906235094966,153.16624191979471,2036.4268216308433
111.86400646847768,139.11705466955092,2036.1481033195303
60.04925043155977,124.21488992949811,2035.8623510025266
-18.619312667666556,108.59463357237746,2035.570262392996
-122.21181407841817,92.35930773399224,2035.2725352041014
-77.14040932421165,75.62142975474777,2034.9698671490055
-156.22362117055357,58.492000609253054,2034.6629559408723
-140.49277777062844,41.09161505737414,2034.3524992928662
-118.97282122130551,23.532320246551954,2034.0391949181492
-100.38322974406698,5.938200137399832,2033.7237405298847
-97.6925641003492,-11.575107661884783,2033.4068338412364
-87.65295356049495,-28.842446596318275,2033.0891725653676
-81.81088064782871,-45.740875970006705,2032.7714544154405
-76.4007543650812,-62.14134686368552,2032.45437710462
-71.69037038829305,-77.90877430787687,2032.138638346068
-68.00387605358546,-92.91109941225834,2031.8249358529497
