R2,RMSE,MAE,MAPE
-66703.02453233552,53732.257811932526,53731.94549113718,87.24885027222092
R2,RMSE,MAE,MAPE
-66734.77634684167,54062.044239584604,54061.73794196566,87.2861640817961
