-97.65317034054982
101.67423537645199
100.48050848858746
43.47656638510147
348.2201991081238
-2.2542536999702563
18.466352509584624
16.82870734133855
7.190298754071545
243.04489946365356
-12.851825638039704
38.09859202186409
37.791112126494795
16.37076084624358
107.79032468795776
0.8095726169093598
4.467042841787204
3.936148830880851
1.7023372625691875
113.24660778045654
-5.014889640540842
25.105521652536495
24.89586691775456
10.803253826215732
267.3360879421234
-383.17139877391264
200.6401909497948
200.58230081835393
87.20447472915421
294.3693687915802
-152.64739927326565
208.08236542586127
207.92112294749575
90.18091212116171
169.93742609024048
-160.6506692538218
213.4329282744754
213.26460340548743
92.49104082567577
169.93857312202454
-147.18383633847554
131.46245084501604
131.30522716818635
89.29460723464757
79.91695666313171
R2,RMSE,MAE,MAPE
-16346.86784413412,1396.088785426651,1329.2402213463408,864.7029115038599
R2,RMSE,MAE,MAPE
-16827.78689344864,1410.633173610737,1342.5707674819903,873.4269222310735
R2,RMSE,MAE,MAPE
-17086.548532498346,1420.4787043442582,1345.4868179303892,874.2986877199257
R2,RMSE,MAE,MAPE
-16788.569842732777,1417.5621432168273,1350.139440068504,879.1451876520468
R2,RMSE,MAE,MAPE
-154.13740073667685,12921.080035183773,12905.538497107606,89.72654959650092
R2,RMSE,MAE,MAPE
-154.42134699731895,12964.97985442631,12948.726599310963,89.7983236538554
R2,RMSE,MAE,MAPE
-17366.578490394153,1423.2164092952344,1410.326467436435,953.9012454648281
R2,RMSE,MAE,MAPE
-14311.993919270377,1308.8430321267924,1306.0709014077668,864.0997215564857
R2,RMSE,MAE,MAPE
-13127.569983934718,1253.5193250235095,1250.1408636033252,826.672520661326
R2,RMSE,MAE,MAPE
-146.01540273154086,13348.016330197914,13331.572182185197,88.53944157040634
R2,RMSE,MAE,MAPE
-154.7606102192002,13071.570081750171,13055.567330942498,89.90828887037254
R2,RMSE,MAE,MAPE
-154.1271698351627,12939.569971995097,12923.32978570768,89.71228595185796
-154.12716983516262,136.25933231424756,136.08831604825326,90.11679216539
R2,RMSE,MAE,MAPE
-154.26442815375069,12196.36388582177,12184.414890501055,89.78239168382888
R2,RMSE,MAE,MAPE
-154.49373646963318,12950.667554275924,12934.35603327593,89.81668405985597
R2,RMSE,MAE,MAPE
-155.23714332594918,12799.213416607454,12777.37405189879,89.92939514665548
R2,RMSE,MAE,MAPE
-118.52914829047897,32474.966949715978,32444.785030109513,83.84320022933592
R2,RMSE,MAE,MAPE
-120.54527971961132,27700.263775960942,27673.534599259776,86.38784008310091
R2,RMSE,MAE,MAPE,sMAPE
-41.41009811832182,22474.495574996126,22399.099671916567,50.80874131698003,68.13418501039618
R2,RMSE,MAE,MAPE,sMAPE
-127.1825196158965,16440.05244039975,16423.915534999167,49.604143847346144,65.97343008627986
R2,RMSE,MAE,MAPE,sMAPE
-108.39074693333279,20367.114100431096,20346.896980015586,50.92758699869546,68.33404242824085
R2,RMSE,MAE,MAPE,sMAPE
-431.6383832423676,32090.92424052611,32078.558219450824,92.32544720547742,171.58621957001733
