Co-IMF 1,Co-IMF 2,Co-IMF 3
-1.6765866294587153,8.811868955776383,214.14662830333847
-1.9240134477420232,8.579245363554026,214.17028237351812
-2.0883793234898786,8.626306647915259,214.19296063393944
-2.267925006794135,8.896261793921298,214.21465852420405
-1.9195089696850354,9.373996734374968,214.23537148391227
-0.9433724744038706,10.063079975678754,214.25509495266328
0.25156259562319333,10.909556212270815,214.27382437005835
1.8280609934872576,11.90300450371381,214.2915551756974
2.7973318041495983,13.02559022380456,214.30828280918075
3.0402174619084623,14.254551207134508,214.32400271010874
1.9570992452174767,15.56115351422171,214.33871031808164
-0.8518034400947789,16.923971328518373,214.35240107269968
-2.217194848442424,18.29718999443861,214.36507041356322
-2.2146782015644337,19.654760194702387,214.37671378027258
-2.7203306666933535,20.938162914101394,214.38732661242787
-3.099034971910817,22.112670531619713,214.39690434962964
-3.4840960797975224,23.17415949142563,214.40544243147815
-4.0571660508855425,24.084772409678457,214.4129362975734
-3.4730153605891636,24.87652531555312,214.4193813875159
-1.7049876667192976,25.52844867092014,214.42477314090578
-0.5721932697521649,26.06909523085676,214.4291069973437
0.12262468660733705,26.49691184896183,214.4323783964295
2.2004708653536014,26.822440005247152,214.43458277776375
5.451823533894075,27.052930108802776,214.43571558094663
7.216071391968481,27.200985334042855,214.43577224557856
7.6201509936555745,27.27492601398467,214.43474821125957
6.3542352452155075,27.301438659929374,214.43263891759022
2.7022633793672437,27.29142445932484,214.42943980417058
-0.3962598714898268,27.30455163272883,214.42514631060115
-3.1283003380537764,27.361053811066014,214.41975387648205
-4.945603191469727,27.495715493300434,214.41325794141363
-5.106084233611169,27.743765549010877,214.40565394499617
-5.1734511755822234,28.114053398203488,214.39693732682997
-4.740109571504963,28.643421100859236,214.38710352651532
-3.15982930942981,29.226329111202645,214.37614850583932
-0.5384806391486616,29.857150587459138,214.36407110316463
2.186579399359219,30.427569342595206,214.35087344129042
5.058655038154978,30.89550794857496,214.33655687456917
5.445771522346859,31.205199179352316,214.32112236828593
2.833694227501871,31.296263414950314,214.3045708877258
0.8624226671077867,31.17804553909796,214.28690339817297
-1.123554158926469,30.80109215145135,214.268120864913
-2.5693390049120257,30.198900328773618,214.24822425323
-2.7934529862750335,29.346489982101744,214.22721452840904
-2.317446812804634,28.279817076188024,214.205092655735
-0.6807088403256275,27.011316208261242,214.18185960049257
0.23900403111026336,25.668572162286257,214.15751632796648
0.39604382990943054,24.2807543175932,214.13206380344155
0.8718665913093437,22.922986114278025,214.1055029922026
1.2457889172749192,21.656025941847552,214.07783485953436
1.2492662466524043,20.495111618062868,214.0490603707217
0.9162305002605332,19.494298879099752,214.01918049104933
0.49064955859634396,18.598622555950758,213.98819618580217
-0.07775356149744858,17.840327458292844,213.95610842026485
-0.6093118683739525,17.195265055258755,213.92291815972214
-1.0441552908774818,16.666143308522066,213.888626369459
-1.3605456125915745,16.244056497989487,213.85323401476012
-1.4739732647137467,15.92215091822994,213.81674206091031
-0.6368780127734016,15.684386450693664,213.7791514731943
1.2847429396494159,15.522461565607637,213.740463216897
1.8821078437618228,15.422727420799855,213.70067825730305
1.1974575292882477,15.374226183614049,213.65979755969732
0.4672524581353204,15.372879743010675,213.61782208936458
-0.827211583991941,15.407805134748962,213.5747528115897
-1.9170994074852499,15.472280994034836,213.5305906916573
-2.6700464267820028,15.557649270675562,213.4853366948523
-2.8196419056149074,15.669537407844258,213.43899178645935
-2.07099306125325,15.801405560533635,213.39155693176346
-1.498197699931951,15.93002622661374,213.34303309604928
-0.9627475070589797,16.05067126900277,213.29342124460152
-0.4971307350882713,16.15331116275286,213.24272234270512
