0,1,2,3,4,5
-1.0656749735151194,-0.09682400884933239,-0.03441997580791148,-0.007514916440968108,-0.0022512427571191916,-0.0022394333413442084
-1.0495176900064869,-0.10739391017096499,-0.031479276619839534,-0.005661528644757149,-0.002184709166998156,-0.002040067390963347
-1.0319957510383186,-0.1041377784609876,-0.033630151885827075,-0.008012633178546617,-0.002938491683459456,-0.0015195017834222285
-1.031643206181778,-0.11180987846582678,-0.029830294733026202,-0.005417889016503238,-0.0023985011323826464,-0.0014970708432304686
-1.073202857187451,-0.09634320231651809,-0.03636132885449342,-0.008341322788845067,-0.0027788234694006574,-0.002870680963637528
-1.0206607976487336,-0.11245484351960491,-0.02576262656525406,-0.0019849008062238303,0.0003169522543017688,-0.0003332464223979058
-1.030215522436526,-0.10942532272747993,-0.020258141608637852,-0.008628112408286056,-0.0005287923458705462,0.002147653778939565
-0.9389919643567863,-0.12338781688779274,-0.017323418702027613,-0.008534438244967954,0.0018232070112964638,0.00195457977433839
-0.9508141078987955,-0.11567992769804651,-0.020953419484061098,-0.006923633127799734,-0.0011554155497322215,-0.001525629445266911
-0.9520946924088995,-0.1269312803675128,-0.024179854556632935,-0.0033655520718322237,0.0040629321442513695,-7.290913515750879e-05
-0.9028096457721324,-0.12260590788516282,-0.02779872967106424,-0.0012489154592265415,-0.0017405176430637726,0.0028330349759667374
-0.9474959138763641,-0.12123845894089125,-0.032506025011658654,0.0013350462275443973,-6.92755995131062e-05,0.0006803065494857764
-0.9238328083388297,-0.12776141113244835,-0.019515762259165022,0.00023340222371105756,-0.0004001470369967819,0.0017310593518041963
-1.0272732568399656,-0.11555773719878308,-0.02273236874698171,-0.0025710869253142395,-0.00072854060507308,-0.0024091909429824463
-0.89989856811594,-0.12235368516890585,-0.02932108789370442,0.002829055395351175,-0.0022138649357492037,-0.0011860959245376204
-0.9921669106597102,-0.12268370131266229,-0.033584876826585675,-0.0035265873616038505,0.0013883010119007532,0.0010079695039926576
