co-imf0,co-imf1,co-imf2
-34.39200737505389,-41.50638446871357,2443.138640379446
-38.73824433520156,-43.95234820823446,2444.595283766535
-38.1553463734169,-45.80772945018337,2446.1234814152217
-34.183214638347245,-47.20777454017118,2447.723837372202
-27.838861315935866,-48.125895964206016,2449.396925266245
-17.507903777546105,-48.50291167117258,2451.143225611953
-7.716083929997371,-48.449365627129794,2452.963152756204
1.6351455698627069,-47.941640098979676,2454.857109608781
11.982268835128087,-47.00813232866402,2456.8254990793776
22.33307571694212,-45.666606543450264,2458.868716703406
30.31824992920379,-43.937009005665885,2460.9869544338453
35.5358292475121,-41.837720641952444,2463.179579536303
37.57451014543865,-39.39351560707455,2465.4452606641544
35.45191141247153,-36.6229722060102,2467.782379896593
29.34076024592067,-33.53407332565137,2470.189264352564
18.564593535215963,-30.146036984049218,2472.6642285827816
5.799333949634466,-26.612268429102585,2475.205579514085
-9.062090018705508,-22.962614243445806,2477.8116226731863
-22.261193902285648,-19.295025068436974,2480.4806635866935
-32.75206876019883,-15.680555920048679,2483.2110077813218
-37.93048239653088,-12.19258506727568,2486.0009607837
-35.881646468165385,-8.908061625294938,2488.8488281205036
-23.91203046152387,-5.9029463753728315,2491.752915318395
0.12689384239117318,-3.252813109794804,2494.7115279040368
17.447016661889883,-1.0408324134436384,2497.7229714040905
28.184076360807346,0.6564680657368207,2500.7855513452196
34.78823223805698,1.74917095688469,2503.8975732540875
32.41344311690482,2.153206976781277,2507.0573426573583
24.76100518027752,1.8401010788076988,2510.263165081693
10.14213178678138,0.7265749988497525,2513.5133460537554
-4.211753719430923,-1.0462412642275964,2516.806191100208
-17.703314248403608,-3.5232541167910654,2520.140005747714
-27.273254979570336,-6.630840629175469,2523.513095522939
-30.313564638985664,-10.351805477001681,2526.923765952542
-27.636605401702308,-14.58261164837284,2530.370322563188
-16.952230037213674,-19.28681331125661,2533.8510708815393
-6.513335077575963,-24.294770975815574,2537.364316434259
4.028652978669959,-29.538443121640814,2540.908364748012
13.98027380071919,-34.836894680500826,2544.4815213494576
21.257417896141366,-40.083395085347405,2548.0820917652622
25.907956148099018,-45.15408169297004,2551.7083815220867
26.569535131651246,-49.92140837280254,2555.358696146595
24.85012846421007,-54.30577000449725,2559.0313411654497
20.0558219905913,-58.18654481970924,2562.724622105314
13.390793318563663,-61.548127252894915,2566.436844492851
4.971974906056821,-64.28801593562724,2570.1663138547233
-2.4704833108648203,-66.3634106072223,2573.911335717594
-8.282737292752568,-67.70009814619559,2577.670215608126
-14.18344926412725,-68.22792330491848,2581.4412590529837
-19.204786113730478,-67.88060808611598,2585.2227715788285
-22.134478533788098,-66.69739872014418,2589.013058712322
-22.748171212846326,-64.61313479706429,2592.8104259801244
-18.111918199107265,-61.75923401994726,2596.6131789777874
-7.410919468067946,-58.115081770324494,2600.4196237429146
0.3525922454972318,-53.67309236360157,2604.228067506164
5.550694050092814,-48.45462401893643,2608.0368194945945
10.9228284382251,-42.43057577753022,2611.844190052465
14.473413243831644,-35.607055686188026,2615.6484921623887
14.913660482598468,-28.0360225160827,2619.44803994232
11.758941156125823,-19.71912089089782,2623.2411504765305
7.934229792116682,-10.68195638005913,2627.026146671171
3.010593029192106,-0.9429702252796837,2630.801374100631
-0.7972552020717649,9.500323011282076,2634.565291838362
-2.7071349135882845,20.630397467493605,2638.3165616081587
-4.7849485463360075,32.42139452966593,2642.0539352787414
-6.19522175197959,44.860506406741905,2645.776178316217
-6.249599064838624,57.76811500236339,2649.482065808974
-4.944720140043522,71.09027948523064,2653.1703825446393
-3.1457762047999123,84.45157263971313,2656.8399152559564
-0.7082284857608955,97.73157262471022,2660.489450675569
1.1717613983327362,110.63742786416293,2664.117775536227
