co-imf0,co-imf1,co-imf2
-5.175144622143556,168.30583985449084,1789.4910131099127
-4.619727170087745,171.204442041677,1788.604470420658
-2.361484507208657,174.63458359827553,1787.7428164971918
1.6864536755025687,178.77541777737486,1786.9064539093306
4.043531804904375,183.1540612012363,1786.0957852268948
4.647448964574576,187.58394487633294,1785.3112130197082
3.6159584110073855,191.91803035100148,1784.5531398575863
-0.047470866411200685,195.9102622330617,1783.8219683103512
-2.172473834300761,199.57482364868534,1783.1181009478246
-2.8679514561206907,202.72297988763663,1782.4419403398263
-3.702817651852998,205.37963332913264,1781.7938890561745
-3.7757441293793357,207.43236871734354,1781.1743496666907
-3.6136391983381695,209.1212949252029,1780.5837247411948
-3.2021402628683195,210.40532175376705,1780.022416849508
-2.5485220761253773,211.24903058101768,1779.4908285614506
-1.7518026249379555,211.68757657776746,1778.9893624468423
-0.8849802560003733,211.6913036750736,1778.5184210755033
-0.01342362094047142,211.26537606727362,1778.0784070172533
1.4273570355280072,210.48125340394432,1777.6697228419125
3.433135524967174,209.34252807499655,1777.2927711193024
4.652576673122214,207.91757117320907,1776.9479544192427
5.099640524105651,206.23576790485905,1776.635675311554
4.575526833484696,204.48137244595728,1776.3563363660555
2.6881725890224564,202.7094691439277,1776.1103401525675
1.2168923341027014,200.97816667146625,1775.8980892409127
0.06605898296326956,199.37794106009807,1775.7199862009086
-1.8176726084211328,198.1426433024884,1775.5764336023753
-4.115782384804047,197.36679254228193,1775.4678340151354
-4.889295035849341,197.13477330803977,1775.3945900090082
-4.057076629635457,197.57899097695147,1775.3571041538123
-2.2909763348458485,198.46175441689,1775.35577901937
0.9451158145443419,199.86215049689963,1775.391017175502
2.785394507177555,201.50280056746064,1775.4632211920248
3.055759632730756,203.3396218168305,1775.572793638763
2.391122785324971,205.1966036080192,1775.7201370855341
-0.022330682813999102,206.9562550095787,1775.9056541021594
-1.4852598520839666,208.64135565960663,1776.1297472584592
-2.0137293164624084,210.13580111008793,1776.3928191242544
-2.252852369952492,211.3197036553917,1776.6952722693645
-1.5578285394104043,212.11549533796918,1777.037509263609
-0.84727766977037,212.64182981683064,1777.4199326768094
-0.029848831779065527,212.82768318152583,1777.8429450787849
0.822199781893886,212.75360013582687,1778.306949039356
1.5253027125375735,212.41710614126404,1778.8123415416444
1.5130981216528028,211.89416003896346,1779.3594897157009
0.606512825352711,211.2105137205724,1779.9487213048897
0.0724092359753375,210.50494547555718,1780.5803414464976
-0.2283858273672797,209.82763762220853,1781.2546496034258
-0.7134450282854812,209.12931862305973,1781.9719291476133
-1.1577090017271674,208.4736820902998,1782.7324161571355
-0.9347326645076283,207.9403689511448,1783.5362867986387
0.024694258313876324,207.56237945667374,1784.3836828917122
0.3951634569561616,207.18816744617234,1785.2747376260809
0.2659396761960967,206.8462431227261,1786.2095725974305
0.6878579970266239,206.43426765939657,1787.1883065029203
1.451087656221405,205.91694111413196,1788.2110580397207
1.1791310767928063,205.24886008502844,1789.2779387490582
-0.09025724891596681,204.37779974785823,1790.3890171181235
-0.5723511552726912,203.42028390387935,1791.5442858895758
