Date,Open,High,Low,Close,Volume
2021-01-04,704.4921264648438,704.4921264648438,678.7180242771055,687.3093916730184,623400
2021-01-05,704.4921264648438,708.7878101628002,695.900759068931,704.4921264648438,354600
2021-01-06,700.1963500976562,717.3790826153902,695.9006669682228,704.4920332270898,541700
2021-01-07,708.7877197265625,708.7877197265625,700.1963534268466,700.1963534268466,364400
2021-01-08,713.08349609375,717.3791798051582,700.1964449595256,713.08349609375,887900
2021-01-11,708.7877197265625,725.9704523259943,704.4920365767045,713.0834028764205,992200
2021-01-12,713.08349609375,721.6748635165662,704.4921286709338,708.7878123823418,675600
2021-01-13,721.6747436523438,725.9704266502744,708.7876946585519,713.0833776564825,745700
2021-01-14,713.08349609375,730.2662309393826,704.4921286709338,730.2662309393826,592300
2021-01-15,704.4921264648438,713.0834938607566,700.1964427668875,713.0834938607566,580100
2021-01-18,704.4921264648438,704.4921264648438,695.900759068931,704.4921264648438,713200
2021-01-19,700.1963500976562,704.4920332270898,695.9006669682228,704.4920332270898,399500
2021-01-20,704.4921264648438,708.7878101628002,691.6050753709746,695.900759068931,815800
2021-01-21,704.4921264648438,708.7878101628002,700.1964427668875,704.4921264648438,108800
2021-01-22,695.9006958007812,704.4920624156057,691.605012493369,704.4920624156057,807100
2021-01-25,683.0136108398438,695.9006601009729,683.0136108398438,695.9006601009729,721200
2021-01-26,678.718017578125,695.900752200356,678.718017578125,683.0137012336828,390400
2021-01-27,674.4222412109375,687.309290406051,670.1265581458997,678.7179242759753,435900
2021-01-28,661.5352172851562,674.4222669725294,661.5352172851562,674.4222669725294,1018300
2021-01-29,661.5352172851562,691.604999889027,652.9438508269075,661.5352172851562,222600
2021-02-01,687.3093872070312,687.3093872070312,652.9439178466797,661.5352851867676,1211600
2021-02-02,683.0136108398438,704.492026275059,674.4222446657576,695.9006601009729,470100
2021-02-03,687.3093872070312,691.6050708770753,678.7180198669433,683.0137035369874,291300
2021-02-04,683.0136108398438,687.3092939268868,678.7179277528007,687.3092939268868,138000
2021-02-05,683.0136108398438,687.3092939268868,678.7179277528007,683.0136108398438,337200
2021-02-08,687.3093872070312,691.6050708770753,683.0137035369874,687.3093872070312,620200
2021-02-09,683.0136108398438,691.6049770139298,678.7179277528007,691.6049770139298,191400
2021-02-10,683.0136108398438,687.3092939268868,674.4222446657576,683.0136108398438,122200
2021-02-11,683.0136108398438,691.6049770139298,678.7179277528007,683.0136108398438,196900
2021-02-15,678.718017578125,691.6050685447983,678.718017578125,683.0137012336828,208400
2021-02-16,678.718017578125,683.0137012336828,674.4223339225673,683.0137012336828,40900
2021-02-17,678.718017578125,687.3093848892405,674.4223339225673,678.718017578125,547600
2021-02-18,683.0136108398438,687.3092939268868,674.4222446657576,678.7179277528007,313000
2021-02-19,683.0136108398438,687.3092939268868,678.7179277528007,683.0136108398438,116400
2021-02-22,674.4222412109375,687.309290406051,674.4222412109375,678.7179242759753,736800
2021-02-23,683.0136108398438,687.3092939268868,670.1265615787146,674.4222446657576,1275500
2021-02-24,687.3093872070312,691.6050708770753,678.7180198669433,683.0137035369874,443600
2021-02-25,678.718017578125,687.3093848892405,661.535282955894,687.3093848892405,772000
2021-02-26,683.0136108398438,683.0136108398438,665.8308784916716,678.7179277528007,225300
2021-03-01,674.4222412109375,683.0136073410132,670.1265581458997,683.0136073410132,1007700
2021-03-02,683.0136108398438,683.0136108398438,674.4222446657576,678.7179277528007,543100
2021-03-03,683.0136108398438,683.0136108398438,678.7179277528007,683.0136108398438,348400
2021-03-04,683.0136108398438,683.0136108398438,674.4222446657576,683.0136108398438,662200
