Date,Open,High,Low,Close,Volume
2021-01-04,1806.7943115234375,1815.044513859161,1600.539253130351,1625.2898601375214,1040753400
2021-01-05,1839.7952880859375,1930.5475220273963,1757.2932572300658,1806.7944757435887,1139014700
2021-01-06,1831.5447998046875,1889.2962124111416,1757.2929835963894,1872.7958088092976,629211500
2021-01-07,2145.052490234375,2260.5553166316104,1848.0452223557693,1856.2954242412861,1982112200
2021-01-08,2145.052490234375,2268.8055185171274,2112.0516826923076,2178.0532977764424,1052618000
2021-01-11,2128.55224609375,2186.3036636234256,2087.3012335725534,2112.0518410852715,521301600
2021-01-12,2285.30615234375,2293.556355059792,2103.801692590817,2128.552300738944,1147172800
2021-01-13,2574.06298828125,2582.3131901667666,2351.307537372296,2351.307537372296,1280852600
2021-01-14,2623.564453125,2838.0697228773583,2524.562020931604,2590.563642393868,1499058400
2021-01-15,2574.06298828125,2788.5682373046875,2508.0613731971152,2722.5666222205527,915912100
2021-01-18,2400.80908203125,2590.56375174506,2400.80908203125,2475.0609093105672,930618200
2021-01-19,2235.80517578125,2351.3080261906134,2235.80517578125,2318.3072117879383,360498600
2021-01-20,2631.814697265625,2640.0649000783696,2087.301311624461,2095.551514437206,1983213100
2021-01-21,2549.312744140625,2755.5678205274066,2499.8115258077974,2714.3168052500505,1273877400
2021-01-22,2376.058349609375,2549.312604268392,2376.058349609375,2549.312604268392,894766800
2021-01-25,2367.80810546875,2442.0599275914637,2211.054258765244,2277.0558784298782,1222991300
2021-01-26,2202.803955078125,2417.3092091306767,2202.803955078125,2392.5586028938437,786819300
2021-01-27,2103.8017578125,2260.555614276961,2054.300539981618,2161.5531786151964,1341364800
2021-01-28,1963.54833984375,2120.3021989069066,1963.54833984375,2037.8001678210348,731854900
2021-01-29,1831.5447998046875,2013.0492394249718,1831.5447998046875,1955.2978268185177,450321200
2021-02-01,2145.052490234375,2178.0532977764424,1707.7917903019832,1724.2921940730168,2186652700
2021-02-02,1996.5489501953125,2169.8031979395337,1996.5489501953125,2145.0525911189306,942434300
2021-02-03,1922.2972412109375,2079.0510934985246,1889.2964302030246,1971.7984577228071,948031000
2021-02-04,1980.0487060546875,2079.051141357422,1872.7960678100585,1980.0487060546875,874173400
