Date,Open,High,Low,Close,Volume
2020-01-02,5820.92822265625,5899.236674082119,5812.227283608931,5825.27869217991,49445000
2020-01-03,5916.6376953125,5916.6376953125,5851.380661908318,5873.133006376378,47755500
2020-01-06,5860.08203125,5873.133438891982,5820.927808324053,5847.030623608018,27300000
2020-01-07,5864.431640625,5890.534452081788,5855.730703472737,5860.081172048868,45022500
2020-01-08,5812.22509765625,5868.781180193325,5803.524161881315,5803.524161881315,53692500
2020-01-09,5864.431640625,5877.483046353394,5855.730703472737,5864.431640625,40363500
2020-01-10,5851.3798828125,5938.389249099674,5838.328477869423,5886.18362932737,73362000
2020-01-13,5868.78271484375,5881.834121919013,5860.081776793573,5864.432245818662,67855000
2020-01-14,5977.54443359375,5990.595840653998,5864.432239071597,5868.78270809168,93582000
2020-01-15,5947.0908203125,6142.8619153483905,5916.637538862473,5977.544101762528,75623500
2020-01-16,5960.142578125,5994.946330406022,5912.287418738594,5920.98835680885,88931500
2020-01-17,5981.89404296875,5994.945448153409,5916.637017045455,5951.440764204545,38249500
2020-01-20,5947.0908203125,6068.90394611261,5942.740351533925,6047.151602219733,93554500
2020-01-21,5942.740234375,5999.296327381497,5938.389765682193,5990.595389995882,103984500
2020-01-22,5951.44140625,5999.296563756397,5947.090937385782,5964.492812842654,94311500
2020-01-23,5951.44140625,5999.296563756397,5942.740468521564,5990.595626027961,87728000
2020-01-24,5925.337890625,5986.244447503671,5925.337890625,5934.038827321953,69653500
2020-01-27,5951.44140625,6038.450783534357,5929.689061928911,5973.193750571089,39679000
2020-01-28,5907.9365234375,5955.791679371088,5877.483242388854,5947.090741928618,82615000
2020-01-29,5903.58642578125,5955.792053717414,5890.535018797209,5916.637832765291,43821000
2020-01-30,5864.431640625,5955.791480723758,5855.730703472737,5955.791480723758,71990000
2020-01-31,5638.20703125,5920.987476490162,5638.20703125,5916.637008101852,163136500
2020-02-03,5603.40380859375,5729.567403663019,5542.4972454568615,5638.207558957686,149797000
2020-02-04,5742.619140625,5760.021016808712,5673.011635890151,5716.516326349432,113316500
2020-02-05,5855.73046875,5899.235152767459,5786.122974322066,5899.235152767459,123002500
2020-02-06,5864.431640625,5899.235389234051,5812.226017711424,5864.431640625,154693500
2020-02-07,5881.83349609375,5899.235370342548,5833.978341909556,5838.328810471755,82609000
2020-02-10,5903.58642578125,5903.58642578125,5768.7218869461585,5881.834080807848,66578500
2020-02-11,5899.234375,5903.584842828171,5868.781100202802,5903.584842828171,77526500
2020-02-12,5916.6376953125,5916.6376953125,5881.833944163603,5916.6376953125,69971500
2020-02-13,5907.9365234375,5934.039335764912,5864.431836225148,5934.039335764912,49737000
2020-02-14,5812.22509765625,5912.285859067997,5807.874629768783,5899.234455405595,147028500
2020-02-17,5847.029296875,5873.132106236049,5812.225551060268,5812.225551060268,115319000
2020-02-18,5825.27783203125,5847.03017643764,5803.52548762486,5816.576894268695,98436500
2020-02-19,5825.27783203125,5881.8339274878645,5799.175018743583,5799.175018743583,74594000
2020-02-20,5738.2685546875,5825.277933833633,5712.16574094366,5820.927464876327,136724500
2020-02-21,5755.669921875,5794.824139030612,5738.268047583617,5742.618516156463,98261000
2020-02-24,5677.3623046875,5742.619342672414,5664.310897090517,5712.166058279454,84910000
2020-02-25,5681.71240234375,5707.815215830781,5664.310526685729,5699.114278001771,86446500
2020-02-26,5586.001953125,5686.062735774435,5586.001953125,5655.6094540985205,92824500
2020-02-27,5472.8896484375,5633.856991038602,5394.581211496423,5629.506522319654,129254500
2020-02-28,5472.8896484375,5472.8896484375,5251.015743771115,5394.581211496423,169946500
2020-03-02,5290.169921875,5472.889606676604,5251.015703703228,5472.889606676604,144871500
2020-03-03,5498.9921875,5525.0949985166135,5394.580943433544,5394.580943433544,114663500
2020-03-04,5603.40380859375,5655.609434139655,5446.786931956036,5494.642088706449,83025000
2020-03-05,5599.05322265625,5690.413065450175,5516.394317271271,5690.413065450175,77583000
2020-03-06,5394.58056640625,5525.094612367691,5394.58056640625,5525.094612367691,77835500
2020-03-09,5033.49267578125,5255.366596667027,5033.49267578125,5220.5628443712185,140889500
2020-03-10,5155.30517578125,5229.263140328322,5081.347211234177,5081.347211234177,133667000
2020-03-11,5090.04833984375,5203.160525173612,5037.842715845353,5177.057713174413,93204500
2020-03-12,4837.7216796875,4907.329185870054,4750.712296959307,4872.525432778777,129845500
2020-03-13,4837.7216796875,4837.7216796875,4837.7216796875,4837.7216796875,0
2020-03-16,4837.7216796875,4837.7216796875,4837.7216796875,4837.7216796875,0
2020-03-17,4454.8798828125,4789.865967750549,4454.8798828125,4781.165030479431,212200000
2020-03-18,4350.46923828125,4681.104900390625,4145.997184082031,4454.8805,180053500
2020-03-19,4045.935791015625,4346.1181238974295,4045.935791015625,4346.1181238974295,264419000
2020-03-20,4119.89404296875,4685.454999236899,3763.155593630379,4002.4313828207496,335132000
2020-03-23,3854.515625,4350.469102708804,3832.763279486456,4141.646585778782,217843500
2020-03-24,3915.42138671875,4346.117739257813,3871.916704644097,3871.916704644097,253971000
2020-03-26,4594.09521484375,4694.156000773112,4045.9361267089844,4045.9361267089844,331633000
2020-03-27,4794.21630859375,5129.202384602569,4659.351784486304,4663.7022530058985,269683000
2020-03-30,4781.16455078125,4833.370169170126,4485.332713244285,4768.113146184031,159964500
2020-03-31,4807.26806640625,4968.235413426188,4772.464315699237,4924.730725042421,182638500
2020-04-01,4768.11376953125,5003.039082993556,4720.258613085224,4837.721269816378,152831500
2020-04-02,4707.20703125,4759.4126545170975,4663.702345194085,4759.4126545170975,136623500
2020-04-03,4781.16455078125,4811.617828174762,4668.0523776053515,4750.711273387739,110506000
2020-04-06,4989.98779296875,4994.338261837947,4781.165287247303,4802.917631593287,78184000
2020-04-07,4920.380859375,5307.572633454907,4855.123818799735,4989.98836932195,149153500
2020-04-08,4902.97802734375,4924.73036996728,4768.113503077861,4920.379901442574,106111500
2020-04-09,4868.17431640625,4955.183687566327,4785.515413804178,4872.524784964254,89997000
2020-04-13,4785.515625,4885.57640625,4768.11375,4820.319375,58043000
2020-04-14,4798.5673828125,4863.824418843496,4737.660815850239,4789.8664446750345,95796000
2020-04-15,4772.46484375,4898.628454022333,4737.661089192115,4798.567659668413,95342000
2020-04-16,4559.291015625,4802.9172531011445,4511.4358618350425,4772.463973416627,176990500
2020-04-17,4720.2587890625,4737.660664782546,4594.0951900921655,4611.497065812212,160935500
2020-04-20,4659.35205078125,4785.515645060107,4637.599706940067,4724.609082304797,90744000
2020-04-21,4567.298828125,4739.900237327399,4567.298828125,4739.900237327399,73431000
2020-04-22,4554.02099609375,4633.683170952533,4465.507468472881,4567.298025236881,107263500
2020-04-23,4531.892578125,4642.53448677063,4531.892578125,4585.000694274902,105419500
2020-04-24,4354.8662109375,4549.596000857469,4354.8662109375,4531.893292682927,131149500
2020-04-27,4390.2705078125,4443.378618794102,4297.331313594695,4372.567804151966,151103500
2020-04-28,4275.20361328125,4403.548235212053,4253.075230189732,4390.271205357142,180488000
2020-04-29,4292.90625,4292.90625,4248.649484536082,4270.7778672680415,121161000
2020-04-30,4576.14892578125,4646.959740880379,4319.459721046905,4319.459721046905,174081000
2020-05-04,4620.40576171875,4691.216577990302,4425.676016971983,4558.446297481142,114497500
2020-05-05,4677.939453125,4726.621888304163,4602.702962393567,4620.40566609508,118643500
2020-05-06,4739.89892578125,4753.175953584559,4691.216490502451,4704.49351830576,86395500
2020-05-08,4642.5341796875,4779.730137333175,4558.446334678861,4731.047700749225,123028000
2020-05-11,4686.79150390625,4713.345563418467,4642.534738052555,4642.534738052555,40615500
2020-05-12,4620.40576171875,4726.621986126078,4452.230073073814,4726.621986126078,118660000
2020-05-13,4523.0419921875,4576.150117340386,4500.91360670713,4567.298763148238,94973000
2020-05-14,4354.8662109375,4523.041938595656,4341.589179806593,4487.63652224657,131268000
2020-05-15,4235.3720703125,4421.250468382641,4142.4328712774295,4354.865326214734,205790000
2020-05-18,4217.669921875,4288.480749524528,4204.392891690713,4248.649658971668,139997500
2020-05-19,4142.4326171875,4390.27046607906,4142.4326171875,4284.054245125534,128504500
2020-05-20,4217.669921875,4248.649658971668,4151.284770953567,4177.83883132214,119158000
2020-05-26,4399.1220703125,4425.676127074949,4226.520701356577,4226.520701356577,176076500
2020-05-27,4394.69677734375,4425.67651293429,4297.331894059195,4399.122453856684,151753500
2020-05-28,4686.79150390625,4708.919886833098,4425.676585369452,4425.676585369452,229233000
2020-05-29,4593.8525390625,4686.791752280527,4593.8525390625,4686.791752280527,399414000
2020-06-02,4744.3251953125,4868.24413698111,4638.108959596549,4655.811665549207,181369500
2020-06-03,5116.08203125,5116.08203125,4779.730617430796,4788.5819704260375,279673500
2020-06-04,5124.9326171875,5301.959650596395,4956.756935449051,5116.081265517056,236158500
2020-06-05,5067.3994140625,5182.466999010644,4943.480476426037,5124.9332065365725,88157500
2020-06-08,5222.29833984375,5244.426722639698,5093.953719627251,5093.953719627251,173557500
2020-06-09,5138.2099609375,5306.385653026755,5129.358608722276,5257.703215843023,100110000
2020-06-10,5133.78466796875,5191.3184616615035,4952.331934014682,5133.78466796875,115382500
2020-06-11,5027.568359375,5142.635945064921,4961.183213784661,5089.52782859265,85187500
2020-06-12,5018.716796875,5027.568149250441,4850.541101741623,5027.568149250441,96044000
2020-06-15,4868.244140625,5054.122553267046,4868.244140625,5027.568494318182,100844500
2020-06-16,5098.37890625,5129.358639187282,4939.0545654296875,4939.0545654296875,91518500
2020-06-17,5062.9736328125,5133.784452851836,5027.568222792833,5133.784452851836,79800000
2020-06-18,4943.4814453125,5080.677438870859,4943.4814453125,5062.974730024619,68032000
2020-06-19,4934.6298828125,5001.01503818666,4908.075820662837,4956.75826793722,110071000
2020-06-22,4903.6494140625,5009.8656468580775,4894.798061329535,4952.331854093806,51590500
2020-06-23,4974.46044921875,5009.865861668705,4885.946918093861,4930.203683656306,69954000
2020-06-24,5049.69677734375,5098.379217791411,4992.162984087424,5001.014336896089,57333000
2020-06-25,5067.3994140625,5085.102119439138,4992.162916211791,5045.271032341703,51415000
2020-06-26,4996.58837890625,5098.378930469442,4992.162702751329,5062.973521230071,57467500
2020-06-29,5023.14306640625,5040.84577324821,4943.480885617429,4992.163329432819,48796500
2020-06-30,5040.8447265625,5080.675808686347,5009.864996021729,5045.270402354038,74474000
2020-07-01,5133.78466796875,5133.78466796875,5023.142757021147,5045.271139210668,63959000
2020-07-02,5195.74462890625,5195.74462890625,5098.3797380749575,5111.656768642861,75585500
2020-07-03,5195.74462890625,5226.7243668980245,5169.190567770443,5195.74462890625,52219000
2020-07-06,5253.27783203125,5253.27783203125,5178.041334015638,5186.892686723358,67800000
2020-07-07,5301.95947265625,5306.385148342942,5222.297310295806,5257.702715789336,74168000
2020-07-08,5487.837890625,5545.371674962197,5293.1081590221775,5301.95951045867,106444500
2020-07-09,5399.3251953125,5523.2441342213115,5337.365725858094,5496.690075883709,93543500
2020-07-10,5487.837890625,5523.243296370968,5381.621673387097,5399.3243762600805,67224000
2020-07-13,5465.71044921875,5523.2442434210525,5434.730713879048,5514.392890466852,86006000
2020-07-14,5487.837890625,5487.837890625,5408.175727696573,5465.70951203377,45616500
2020-07-15,5443.58203125,5523.244207317073,5443.58203125,5487.838795731707,61468000
2020-07-16,5470.13525390625,5487.837956993325,5434.729847732099,5443.581199275637,66520500
2020-07-17,5417.02783203125,5470.135948031557,5346.217010697508,5430.304861031326,73348000
2020-07-20,5434.73095703125,5452.433663731677,5363.92013022954,5417.028250330823,59794500
2020-07-21,5487.837890625,5518.817620652721,5399.3243762600805,5399.3243762600805,84159500
2020-07-22,5470.13525390625,5532.094714711013,5425.878496188562,5496.689308536863,44725500
2020-07-23,5487.837890625,5501.114917779738,5434.7297820060485,5470.1351877520165,84026500
2020-07-24,5399.3251953125,5487.838723104508,5399.3251953125,5487.838723104508,58366500
2020-07-27,5399.3251953125,5434.730606429303,5310.811667520492,5399.3251953125,41972500
2020-07-28,5474.56103515625,5487.838062727365,5363.919138730294,5417.027249014754,65279000
2020-07-29,5430.3046875,5474.561449419315,5399.324954156479,5474.561449419315,50262500
2020-07-30,5523.244140625,5523.244140625,5359.494114019932,5430.304936335637,80533500
2020-08-03,5425.87939453125,5518.818601125994,5155.913127756041,5505.541571612459,137079000
2020-08-04,5496.68994140625,5505.5412939689,5425.879120905042,5448.00750231167,79357000
2020-08-05,5492.26416015625,5505.541188746475,5399.324960024678,5487.838483959508,49393000
2020-08-06,5540.9462890625,5571.926020710614,5474.561149816544,5501.115205514927,55258500
2020-08-07,5470.13525390625,5563.074445113395,5452.432550819175,5545.371742026319,43621000
